cohort_month,cohort_month_name,cohort_index,active_customers,total_customers,retention_rate
2023-06,"Jun 2023",14,2,64,3.13%
2023-06,"Jun 2023",15,3,64,4.69%
2023-06,"Jun 2023",16,4,64,6.25%
2023-06,"Jun 2023",18,2,64,3.13%
2023-06,"Jun 2023",19,1,64,1.56%
2023-06,"Jun 2023",21,1,64,1.56%
2023-07,"Jul 2023",0,97,97,100.00%
2023-07,"Jul 2023",1,2,97,2.06%
2023-07,"Jul 2023",2,2,97,2.06%
2023-07,"Jul 2023",3,1,97,1.03%
2023-07,"Jul 2023",4,1,97,1.03%
2023-07,"Jul 2023",5,3,97,3.09%
2023-07,"Jul 2023",6,2,97,2.06%
2023-07,"Jul 2023",7,2,97,2.06%
2023-07,"Jul 2023",8,1,97,1.03%
2023-07,"Jul 2023",10,2,97,2.06%
2023-07,"Jul 2023",12,2,97,2.06%
2023-07,"Jul 2023",14,3,97,3.09%
2023-07,"Jul 2023",15,3,97,3.09%
2023-07,"Jul 2023",16,1,97,1.03%
2023-07,"Jul 2023",18,2,97,2.06%
2023-07,"Jul 2023",19,1,97,1.03%
2023-07,"Jul 2023",20,1,97,1.03%
2023-07,"Jul 2023",21,2,97,2.06%
2023-08,"Aug 2023",0,81,81,100.00%
2023-08,"Aug 2023",1,4,81,4.94%
2023-08,"Aug 2023",3,2,81,2.47%
2023-08,"Aug 2023",5,3,81,3.70%
2023-08,"Aug 2023",6,1,81,1.23%
2023-08,"Aug 2023",8,4,81,4.94%
2023-08,"Aug 2023",9,2,81,2.47%
2023-08,"Aug 2023",10,2,81,2.47%
2023-08,"Aug 2023",11,2,81,2.47%
2023-08,"Aug 2023",12,1,81,1.23%
2023-08,"Aug 2023",13,2,81,2.47%
2023-08,"Aug 2023",14,1,81,1.23%
2023-08,"Aug 2023",15,2,81,2.47%
2023-08,"Aug 2023",16,2,81,2.47%
2023-08,"Aug 2023",17,2,81,2.47%
2023-08,"Aug 2023",18,4,81,4.94%
2023-08,"Aug 2023",19,2,81,2.47%
2023-08,"Aug 2023",20,1,81,1.23%
2023-09,"Sep 2023",0,69,69,100.00%
2023-09,"Sep 2023",1,1,69,1.45%
2023-09,"Sep 2023",2,1,69,1.45%
2023-09,"Sep 2023",4,3,69,4.35%
2023-09,"Sep 2023",5,2,69,2.90%
2023-09,"Sep 2023",6,3,69,4.35%
2023-09,"Sep 2023",7,4,69,5.80%
2023-09,"Sep 2023",8,2,69,2.90%
2023-09,"Sep 2023",10,1,69,1.45%
2023-09,"Sep 2023",11,3,69,4.35%
2023-09,"Sep 2023",12,4,69,5.80%
2023-09,"Sep 2023",15,3,69,4.35%
2023-09,"Sep 2023",16,2,69,2.90%
2023-09,"Sep 2023",17,3,69,4.35%
2023-09,"Sep 2023",18,1,69,1.45%
2023-09,"Sep 2023",19,1,69,1.45%
2023-10,"Oct 2023",0,93,93,100.00%
2023-10,"Oct 2023",1,1,93,1.08%
2023-10,"Oct 2023",3,4,93,4.30%
2023-10,"Oct 2023",4,5,93,5.38%
2023-10,"Oct 2023",5,5,93,5.38%
2023-10,"Oct 2023",6,2,93,2.15%
2023-10,"Oct 2023",7,3,93,3.23%
2023-10,"Oct 2023",8,2,93,2.15%
2023-10,"Oct 2023",10,1,93,1.08%
2023-10,"Oct 2023",11,1,93,1.08%
2023-10,"Oct 2023",12,1,93,1.08%
2023-10,"Oct 2023",13,2,93,2.15%
2023-10,"Oct 2023",14,2,93,2.15%
2023-10,"Oct 2023",15,3,93,3.23%
2023-10,"Oct 2023",16,1,93,1.08%
2023-10,"Oct 2023",17,2,93,2.15%
2023-10,"Oct 2023",18,1,93,1.08%
2023-11,"Nov 2023",0,63,63,100.00%
2023-11,"Nov 2023",1,2,63,3.17%
2023-11,"Nov 2023",4,1,63,1.59%
2023-11,"Nov 2023",5,3,63,4.76%
2023-11,"Nov 2023",7,1,63,1.59%
2023-11,"Nov 2023",8,2,63,3.17%
2023-11,"Nov 2023",9,3,63,4.76%
2023-11,"Nov 2023",10,1,63,1.59%
2023-11,"Nov 2023",11,3,63,4.76%
2023-11,"Nov 2023",14,5,63,7.94%
2023-11,"Nov 2023",15,2,63,3.17%
2023-11,"Nov 2023",16,2,63,3.17%
2023-11,"Nov 2023",17,1,63,1.59%
2023-12,"Dec 2023",0,73,73,100.00%
2023-12,"Dec 2023",1,1,73,1.37%
2023-12,"Dec 2023",4,1,73,1.37%
2023-12,"Dec 2023",5,4,73,5.48%
2023-12,"Dec 2023",6,3,73,4.11%
2023-12,"Dec 2023",7,3,73,4.11%
2023-12,"Dec 2023",9,1,73,1.37%
2023-12,"Dec 2023",10,3,73,4.11%
2023-12,"Dec 2023",11,4,73,5.48%
2023-12,"Dec 2023",12,3,73,4.11%
2023-12,"Dec 2023",13,3,73,4.11%
2023-12,"Dec 2023",14,2,73,2.74%
2023-12,"Dec 2023",15,2,73,2.74%
2023-12,"Dec 2023",16,2,73,2.74%
2024-01,"Jan 2024",0,82,82,100.00%
2024-01,"Jan 2024",1,2,82,2.44%
2024-01,"Jan 2024",2,3,82,3.66%
2024-01,"Jan 2024",3,3,82,3.66%
2024-01,"Jan 2024",4,1,82,1.22%
2024-01,"Jan 2024",5,4,82,4.88%
2024-01,"Jan 2024",6,2,82,2.44%
2024-01,"Jan 2024",7,4,82,4.88%
2024-01,"Jan 2024",8,4,82,4.88%
2024-01,"Jan 2024",9,1,82,1.22%
2024-01,"Jan 2024",10,1,82,1.22%
2024-01,"Jan 2024",12,1,82,1.22%
2024-01,"Jan 2024",13,1,82,1.22%
2024-01,"Jan 2024",15,2,82,2.44%
2024-02,"Feb 2024",0,56,56,100.00%
2024-02,"Feb 2024",1,1,56,1.79%
2024-02,"Feb 2024",2,1,56,1.79%
2024-02,"Feb 2024",4,2,56,3.57%
2024-02,"Feb 2024",6,3,56,5.36%
2024-02,"Feb 2024",7,2,56,3.57%
2024-02,"Feb 2024",8,4,56,7.14%
2024-02,"Feb 2024",9,1,56,1.79%
2024-02,"Feb 2024",10,2,56,3.57%
2024-02,"Feb 2024",13,1,56,1.79%
2024-03,"Mar 2024",0,73,73,100.00%
2024-03,"Mar 2024",1,2,73,2.74%
2024-03,"Mar 2024",2,4,73,5.48%
2024-03,"Mar 2024",3,1,73,1.37%
2024-03,"Mar 2024",4,1,73,1.37%
2024-03,"Mar 2024",5,2,73,2.74%
2024-03,"Mar 2024",6,2,73,2.74%
2024-03,"Mar 2024",7,3,73,4.11%
2024-03,"Mar 2024",8,2,73,2.74%
2024-03,"Mar 2024",9,3,73,4.11%
2024-03,"Mar 2024",10,4,73,5.48%
2024-03,"Mar 2024",11,1,73,1.37%
2024-03,"Mar 2024",12,2,73,2.74%
2024-03,"Mar 2024",13,1,73,1.37%
2024-04,"Apr 2024",0,49,49,100.00%
2024-04,"Apr 2024",1,1,49,2.04%
2024-04,"Apr 2024",2,1,49,2.04%
2024-04,"Apr 2024",5,1,49,2.04%
2024-04,"Apr 2024",7,1,49,2.04%
2024-04,"Apr 2024",9,3,49,6.12%
2024-04,"Apr 2024",10,2,49,4.08%
2024-04,"Apr 2024",11,1,49,2.04%
2024-05,"May 2024",0,70,70,100.00%
2024-05,"May 2024",1,1,70,1.43%
2024-05,"May 2024",2,1,70,1.43%
2024-05,"May 2024",4,3,70,4.29%
2024-05,"May 2024",6,2,70,2.86%
2024-05,"May 2024",7,3,70,4.29%
2024-05,"May 2024",8,1,70,1.43%
2024-05,"May 2024",9,2,70,2.86%
2024-06,"Jun 2024",0,54,54,100.00%
2024-06,"Jun 2024",2,2,54,3.70%
2024-06,"Jun 2024",5,1,54,1.85%
2024-06,"Jun 2024",6,4,54,7.41%
2024-06,"Jun 2024",7,2,54,3.70%
2024-06,"Jun 2024",9,3,54,5.56%
2024-06,"Jun 2024",10,1,54,1.85%
2024-07,"Jul 2024",0,58,58,100.00%
2024-07,"Jul 2024",1,1,58,1.72%
2024-07,"Jul 2024",2,6,58,10.34%
2024-07,"Jul 2024",3,2,58,3.45%
2024-07,"Jul 2024",4,2,58,3.45%
2024-07,"Jul 2024",6,3,58,5.17%
2024-07,"Jul 2024",7,3,58,5.17%
2024-07,"Jul 2024",8,1,58,1.72%
2024-08,"Aug 2024",0,56,56,100.00%
2024-08,"Aug 2024",1,3,56,5.36%
2024-08,"Aug 2024",2,1,56,1.79%
2024-08,"Aug 2024",3,1,56,1.79%
2024-08,"Aug 2024",4,2,56,3.57%
2024-08,"Aug 2024",5,2,56,3.57%
2024-08,"Aug 2024",6,3,56,5.36%
2024-08,"Aug 2024",7,3,56,5.36%
2024-09,"Sep 2024",0,59,59,100.00%
2024-09,"Sep 2024",1,2,59,3.39%
2024-09,"Sep 2024",2,1,59,1.69%
2024-09,"Sep 2024",4,1,59,1.69%
2024-09,"Sep 2024",5,1,59,1.69%
2024-09,"Sep 2024",6,1,59,1.69%
2024-09,"Sep 2024",7,2,59,3.39%
2024-10,"Oct 2024",0,58,58,100.00%
2024-10,"Oct 2024",1,1,58,1.72%
2024-10,"Oct 2024",2,2,58,3.45%
2024-10,"Oct 2024",3,1,58,1.72%
2024-10,"Oct 2024",4,1,58,1.72%
2024-10,"Oct 2024",5,1,58,1.72%
2024-11,"Nov 2024",0,50,50,100.00%
2024-11,"Nov 2024",4,2,50,4.00%
2024-12,"Dec 2024",0,50,50,100.00%
2024-12,"Dec 2024",1,1,50,2.00%
2024-12,"Dec 2024",2,2,50,4.00%
2024-12,"Dec 2024",3,1,50,2.00%
2024-12,"Dec 2024",4,1,50,2.00%
2025-01,"Jan 2025",0,49,49,100.00%
2025-01,"Jan 2025",1,1,49,2.04%
2025-01,"Jan 2025",2,1,49,2.04%
2025-02,"Feb 2025",0,39,39,100.00%
2025-03,"Mar 2025",0,58,58,100.00%
2025-04,"Apr 2025",0,39,39,100.00%
